url,id,language,country,desktopSpeed,mobileSpeed,title,TitleSymbol,TitleWords,TitlePixel,description,DescriptionSymbol,DescriptionWords,DescriptionPixel,h1,h2,h3,h4,h5,h6,H1Symbol,H1Words,H1Pixel,H2Symbol,H2Words,H2Pixel,H3Symbol,H3Words,H3Pixel,H4Symbol,H4Words,H4Pixel,H5Symbol,H5Words,H5Pixel,H6Symbol,H6Words,H6Pixel,recomdationsTitle,recomdationsText,recomdationsDescription,urlScore,content,redirect,brokenLinks,kbdsDensity,metaData
https://www.create.xyz/dashboard/team/9b75d09d-c99e-481b-9be2-738e9ce8b148/databases,174384702127844820000,en,US,0,0,Log in to your account,22,5,176,All you need is an e-mail to start building the next greatest web application,77,14,589,Request log in link,No H2!,No H3!,No H4!,No H5!,No H6!,19,4,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""common_words"":[""log"",""account""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[""in"",""to"",""your""],""score"":19,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[""Request"",""log"",""link""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[""in""],""score"":40,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)""],""two_word_keywords"":[]}","{""common_words"":[""need"",""e-mail"",""start"",""building"",""next"",""web"",""application""],""uncommon_words"":[""you"",""need""],""emotional_words"":[],""stop_words"":[""All"",""you"",""is"",""an"",""to"",""the""],""power_words"":[""greatest""],""fillerWords"":[],""actionVerbs"":[[""start building""],[""start"",""next""]],""score"":55,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add Numbers. (\""10 tips,\"" \""25% boost,\"" \""5 strategies\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",34,"{""words"":5,""characters"":28}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object]","{""redisListLen"":208101,""xmlUrlsListLen"":0,""webauditProcessId"":75464056,""secondaryProcessDone"":false,""apiUrlsLeft"":208097}"
https://www.create.xyz/share/6e0c881f-1d3f-4b4d-981f-a87fba3b4062,174384702303110430000,en,US,0,0,AI Apparel Designer - built with Create,39,7,301,Make your own in 2 minutes,26,6,224,No H1!,Product,AI Apparel Designer,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,19,3,157,19,3,145,0,0,0,0,0,0,"{""common_words"":[""designer""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[""create""],""stop_words"":[""with""],""score"":36,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",13,"{""words"":38,""characters"":338}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","{""redisListLen"":208127,""secondaryProcessDone"":false,""apiUrlsLeft"":208103,""xmlUrlsListLen"":0}"
https://www.create.xyz/share/26043af5-0a15-45cf-9269-746b83858c34,174384702303748400000,en,US,0,0,New Component - built with Create,33,6,278,Make your own in 2 minutes,26,6,224,No H1!,Product,New Component,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,13,2,133,19,3,145,0,0,0,0,0,0,"{""common_words"":[""component""],""uncommon_words"":[""new""],""emotional_words"":[],""power_words"":[""new"",""create""],""stop_words"":[""with""],""score"":26,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",10,"{""words"":13,""characters"":206}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",
https://www.create.xyz/share/fc2742ba-2f87-4543-9d46-26a55b30c7a6,174384702304219400000,en,US,0,0,AI Collaboration Suite - built with Create,42,7,315,Make your own in 2 minutes,26,6,224,No H1!,Product,AI Collaboration Suite,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,22,3,171,19,3,145,0,0,0,0,0,0,"{""common_words"":[""collaboration"",""suite""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[""create""],""stop_words"":[""with""],""score"":38,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",14,"{""words"":14,""characters"":210}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",
https://www.create.xyz/share/ac9b476f-d07b-4eae-9c33-18926bca29ef,174384702304721300000,en,US,0,0,Text Site Style Webpage - built with Create,43,8,332,Make your own in 2 minutes,26,6,224,No H1!,Product,Text Site Style Webpage,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,23,4,188,19,3,145,0,0,0,0,0,0,"{""common_words"":[""text"",""site"",""style""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[""create""],""stop_words"":[""with""],""score"":34,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",13,"{""words"":21,""characters"":259}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",
https://www.create.xyz/share/0dfb6a9b-56d7-46ae-a904-c51d5bfc2a5c,174384702306238100000,en,US,0,0,No Title!,0,0,0,No Description!,0,0,0,No H1!,No H1!,No H1!,No H1!,No H1!,No H1!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""score"":0}","{""score"":0}","{""score"":0}",0,"{""words"":0,""characters"":0}","{""status"":402,""redirected"":false,""redirectedTo"":false,""noindex"":true}",[],,
https://www.create.xyz/share/4023e5bf-3afb-4e4a-82f9-5f2839d3da6f,174384702306293200000,en,US,0,0,Pencil Chat Pro - built with Create,35,7,264,Make your own in 2 minutes,26,6,224,No H1!,Product,Pencil Chat Pro,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,15,3,120,19,3,145,0,0,0,0,0,0,"{""common_words"":[""pencil"",""pro""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[""create""],""stop_words"":[""with""],""score"":34,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",13,"{""words"":23,""characters"":266}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",
https://www.create.xyz/share/356959bb-85f1-4424-b459-43b8db693e2d,174384702307038860000,en,US,0,0,Output: Untitled - built with Create,36,6,273,Make your own in 2 minutes,26,6,224,No H1!,Product,Output: Untitled,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,16,2,128,19,3,145,0,0,0,0,0,0,"{""common_words"":[""output""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[""create""],""stop_words"":[""with""],""score"":32,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",12,"{""words"":81,""characters"":614}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",
https://www.create.xyz/share/e87e9698-bd76-44f3-8bff-5d9f5d29667f,174384702310688360000,en,US,0,0,CBT Mental Companion - built with Create,40,7,331,Make your own in 2 minutes,26,6,224,No H1!,Product,CBT Mental Companion,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,20,3,187,19,3,145,0,0,0,0,0,0,"{""common_words"":[""mental"",""companion""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[""create""],""stop_words"":[""with""],""score"":37,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",14,"{""words"":19,""characters"":242}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",
https://www.create.xyz/share/71e1c267-a6cf-4aef-8263-7840802503e6,174384702311797030000,en,US,0,0,VR Architecture Tours - built with Create,41,7,316,Make your own in 2 minutes,26,6,224,No H1!,Product,VR Architecture Tours,"© 2025 Create, Inc.",No H5!,No H6!,0,0,0,7,1,62,21,3,172,19,3,145,0,0,0,0,0,0,"{""common_words"":[""architecture""],""uncommon_words"":[],""emotional_words"":[],""power_words"":[""create""],""stop_words"":[""with""],""score"":37,""recommendations"":[""Using brackets increases CTR by 38%."",""Using numbers increases CTR by 36%."",""Use provoking words from paid Google ads, e.g., free shipping, discounts, etc."",""Capitalize the First Letter in Each Word on Your Title, Except articles & prepositions."",""Length should be between 60 - 70 characters""]}","{""common_words"":[],""uncommon_words"":[],""emotional_words"":[],""power_words"":[],""stop_words"":[],""score"":0,""recommendations"":[""Keep the length between 40-60 characters"",""Add Powerful and Emotional Words. (\""Ultimate,” “Proven,” “Best”)"",""Avoid stuffing keywords (too many commas)""]}","{""common_words"":[""Make""],""uncommon_words"":[""Make""],""emotional_words"":[],""stop_words"":[""your"",""own"",""in""],""power_words"":[],""fillerWords"":[],""actionVerbs"":[[],[]],""score"":35,""recommendations"":[""Keep the length between 150-160 characters (920 pixels)"",""Add a Call-To-Action. (\""Learn more,\"" \""Discover more,\"" \""Find out,\"" \""Get it,\"" \""Start now,\"" \""Unlock now\"")"",""Add Powerful and Emotional Words. (\""proven,\"" \""guaranteed,\"" \""revolutionary,\"" \""exclusive,\"" \""essential\"")""]}",14,"{""words"":13,""characters"":207}","{""status"":200,""redirected"":false,""redirectedTo"":false}",[],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",
